0.000000000000000000e+00,-6.938588325000000623e+02,-6.938588325000000623e+02,-7.516736839999999802e+02,-6.360439810000000307e+02
1.000000000000000000e+00,-6.816890539999999419e+02,-6.695192755000000489e+02,-7.516736839999999802e+02,-6.360439810000000307e+02
2.000000000000000000e+00,-6.820342918333332136e+02,-6.695192755000000489e+02,-7.848486149999999952e+02,-5.806009199999999737e+02
3.000000000000000000e+00,-6.655103858750001109e+02,-6.508576914999999872e+02,-7.848486149999999952e+02,-5.806009199999999737e+02
4.000000000000000000e+00,-6.534385979000001043e+02,-6.459546404999999822e+02,-7.848486149999999952e+02,-5.561764299999999821e+02
5.000000000000000000e+00,-6.449796929000000318e+02,-6.459546404999999822e+02,-7.848486149999999952e+02,-5.561764299999999821e+02
6.000000000000000000e+00,-6.431061556000000792e+02,-6.316473965000000135e+02,-7.848486149999999952e+02,-5.561764299999999821e+02
7.000000000000000000e+00,-6.476914299000001165e+02,-6.335944584999999734e+02,-7.818961799999999585e+02,-5.561764299999999821e+02
8.000000000000000000e+00,-6.588673699000000852e+02,-6.417662800000000516e+02,-7.818961799999999585e+02,-5.561764299999999821e+02
9.000000000000000000e+00,-6.700358380999999781e+02,-6.560673615000000609e+02,-7.818961799999999585e+02,-6.081820549999999912e+02
1.000000000000000000e+01,-6.690610200000000987e+02,-6.609937869999999975e+02,-7.818961799999999585e+02,-5.834495550000000321e+02
1.100000000000000000e+01,-6.706692163999999821e+02,-6.681925710000000436e+02,-7.818961799999999585e+02,-5.834495550000000321e+02
1.200000000000000000e+01,-7.022366042000001016e+02,-6.819089589999999816e+02,-8.924641800000000558e+02,-5.834495550000000321e+02
1.300000000000000000e+01,-7.571340215000001308e+02,-6.987001854999999750e+02,-1.002837581999999998e+03,-5.834495550000000321e+02
1.400000000000000000e+01,-8.727119182000000137e+02,-8.621426515000000563e+02,-1.240246900000000096e+03,-5.834495550000000321e+02
1.500000000000000000e+01,-1.155240827899999886e+03,-9.476508810000000267e+02,-2.221376918999999816e+03,-6.600367159999999558e+02
1.600000000000000000e+01,-1.886872003399999812e+03,-1.238883270499999981e+03,-6.533945209999999861e+03,-8.345119760000000042e+02
1.700000000000000000e+01,-2.831501499900000454e+03,-2.008022149500000069e+03,-6.737331611999999950e+03,-8.897733269999999948e+02
1.800000000000000000e+01,-4.024773824999999306e+03,-3.328658214000000044e+03,-7.101670729000000392e+03,-1.237519641000000092e+03
1.900000000000000000e+01,-5.127891275799999676e+03,-6.557564306000000215e+03,-7.101670729000000392e+03,-1.897292611999999963e+03
2.000000000000000000e+01,-6.296471392999999807e+03,-6.652423416499999803e+03,-7.101670729000000392e+03,-4.435939508999999816e+03
2.100000000000000000e+01,-6.212463365599999634e+03,-6.652423416499999803e+03,-7.101670729000000392e+03,-4.435939508999999816e+03
2.200000000000000000e+01,-6.640346795200000997e+03,-6.708239581499999986e+03,-8.747540909999999712e+03,-5.487695015000000240e+03
2.300000000000000000e+01,-7.041279052399999273e+03,-6.708239581499999986e+03,-9.093390068000000610e+03,-5.487695015000000240e+03
2.400000000000000000e+01,-6.940708709299999100e+03,-6.709324606000000131e+03,-9.093390068000000610e+03,-4.874973409000000174e+03
2.500000000000000000e+01,-6.769826703200000338e+03,-6.709324606000000131e+03,-9.093390068000000610e+03,-2.986909971000000041e+03
